Address,Hood,Town,County,Zip,Lat,Lng,Walk Score,Bike Score,Transit Score
"Knight Cir, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3062926,-97.6983477,75,72,
"Kromer St, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.35878,-97.7185805,76,77,
"La Casa Dr, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2481426,-97.7811483,80,78,
"La Mesa Dr, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2363974,-97.7610218,84,74,
"La Vista St, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2326998,-97.7589265,82,73,
"Lafayette Ave, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2887719,-97.7193417,72,90,
"Laird Dr, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3351096,-97.7384966,89,82,
"Lamar Pl, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3312997,-97.7221554,81,93,
"Lamar Square Dr, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2546751,-97.7635065,77,74,
"Lambie St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2559018,-97.7365093,86,96,
"Lambie St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2559018,-97.7365093,86,96,
"Lamplight Village Cir, Austin, TX 78727, USA",Lamplight Village,Austin,Travis County,78727,30.4167985,-97.6959505,73,73,
"Lancaster Dr, Austin, TX 78723, USA",Mueller,Austin,Travis County,78723,30.3054619,-97.7077932,81,79,
"Landon Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2938969,-97.7294981,71,92,
"Lanier Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.360934,-97.7264058,71,77,
"Larkspur Rd, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3582427,-97.7125828,74,71,
"Larry Ln, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2870718,-97.7133879,81,85,
"Laurel Ln, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2966102,-97.7376951,87,95,
"Lawnmont Ave, Austin, TX 78756, USA",UnknownHood,Austin,Travis County,78756,30.3280296,-97.7427006,75,90,
"Lawson Ln, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.268528,-97.7222631,90,90,
"Lazy Ln, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3528806,-97.7190665,71,80,
"Le Grande Ave, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2529637,-97.7448465,76,89,
"Lee Barton Dr, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2621377,-97.7574112,86,91,
"Leon St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2882597,-97.7493435,91,94,
"Leona St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2769971,-97.7226436,85,88,
"Leona St, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2824564,-97.723827,77,92,
"Leonard St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.290063,-97.7306333,76,89,
"Lewis Ln, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3103998,-97.743739,88,94,
"Liberty St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.295596,-97.7305766,71,91,
"Lincoln St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2651936,-97.7195208,90,85,
"Lindell Ave, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2416453,-97.7532841,93,86,
"Linden St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.263218,-97.705882,71,94,
"Linscomb Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2611745,-97.7649065,75,83,
"Lipscomb St, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2976722,-97.7374077,87,95,
"Llano St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2525412,-97.7145466,75,92,
"Lockhart Dr, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2434545,-97.7477168,84,74,
"Lodge Ct, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3658534,-97.7106759,72,80,
"Logwood Dr, Austin, TX 78757, USA",North Shoal Creek,Austin,Travis County,78757,30.3628498,-97.7331184,75,86,
"Lone Oak Dr, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2395253,-97.7493743,85,73,
"Long Bow Ln, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2354148,-97.7517113,80,72,
"Longview St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2883878,-97.7508479,87,82,
"Lorrain St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.279805,-97.7557151,84,92,
"Lovingood Dr, Austin, TX 78721, USA",MLK,Austin,Travis County,78721,30.2808727,-97.7022207,74,97,
"Lullwood Rd, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.297212,-97.7132781,80,76,
"Luther Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2926947,-97.7234801,80,92,
"Lydia St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2673678,-97.7282864,93,87,
"Lyman Pl, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3221611,-97.7362769,84,84,
"Lynn St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2535236,-97.7247768,85,98,
"Lynndale Dr, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3201207,-97.7371805,82,78,
"Lynnwood St, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3220391,-97.740458,81,86,
"Lyons Rd, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.261903,-97.7022329,74,89,
"Mahone Ave, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3577174,-97.7293997,87,80,
"Maiden Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.3018869,-97.7396291,93,99,
"Maldon Pl, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2835014,-97.7160315,86,85,
"Mansell Ave, Austin, TX 78721, USA",UnknownHood,Austin,Travis County,78721,30.2611228,-97.6960923,73,82,
"Maplewood Ave, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2940877,-97.7132869,77,78,
"Marathon Blvd, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3108389,-97.7408022,89,94,
"Marcell St, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3391042,-97.7149968,80,89,
"Margaret St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.256939,-97.7669505,76,81,
"Marshall Ln, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2812029,-97.756523,85,93,
"Martin Ave, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3166038,-97.7160434,74,98,
"W Mary St, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2474142,-97.7592353,90,78,
"Matamoros St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.258048,-97.7183836,93,91,
"Maude St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2634239,-97.708794,80,93,
"Maufrais St, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.2781822,-97.7574891,89,87,
"Maybelle Ave, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.313646,-97.7413775,86,87,
"McCarthy Cir, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3314891,-97.7353181,83,83,
"McKinley Ave, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2795823,-97.7029517,74,99,
"Meadowridge Dr, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2503734,-97.7761714,82,84,
"Medical Arts St, Austin, TX 78705, USA",UnknownHood,Austin,Travis County,78705,30.2891857,-97.7285238,80,89,
"Medina St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2629342,-97.7323553,95,95,
"Melissa Ln, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.252799,-97.7459585,77,82,
"Merle Dr, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2277099,-97.7882697,79,80,
"Merrie Lynn Ave, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2867203,-97.7123352,81,85,
"Milburn Ln, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2587949,-97.6984651,72,83,
"Mildred St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2539217,-97.7200442,87,98,
"Mill St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.26361,-97.7189021,92,76,
"Mills Ave, Austin, TX 78731, USA",Old West Austin,Austin,Travis County,78731,30.3060883,-97.7493938,89,84,
"Modesto St, Austin, TX 78757, USA",Brentwood,Austin,Travis County,78757,30.3429218,-97.7359638,72,82,
"Montclaire St, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2485166,-97.7799967,74,78,
"Montview St, Austin, TX 78756, USA",Allandale,Austin,Travis County,78756,30.3300269,-97.7414159,82,85,
"Moore Blvd, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.294774,-97.734905,81,88,
"Morelos St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2615476,-97.7160459,95,90,
"Mullen Dr, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3538065,-97.7260031,87,80,
"Muroc St, Austin, TX 78757, USA",Brentwood,Austin,Travis County,78757,30.3443158,-97.7361771,75,83,
"Murray Ln, Austin, TX 78703, USA",Old West Austin,Austin,Travis County,78703,30.2835864,-97.7568508,75,93,
"Music Ln, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2525884,-97.7479879,86,83,
"Myrtle St, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.2701154,-97.7278662,89,91,
"Nash Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2524889,-97.769134,86,87,
"Navajo Path, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2284215,-97.7966966,71,72,
"Navasota St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2641801,-97.7282821,95,84,
"Neches St, Austin, TX 78701, USA",Downtown Austin,Austin,Travis County,78701,30.268639,-97.737563,92,84,
"Nellie St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2519915,-97.7494886,89,86,
"Nelson St, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.2753334,-97.7571218,91,80,
"Nevada Path, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.227608,-97.7931821,72,77,
"New York Ave, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2727534,-97.7196852,87,91,
"New York Dr, Austin, TX 78702, USA",Rosewood,Austin,Travis County,78702,30.2739857,-97.71262,77,89,
"Newning Ave, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2477491,-97.7461027,85,83,
"Newton St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2476607,-97.752857,96,85,
"Nickerson St, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2457785,-97.7498114,96,89,
"N Lamar Blvd Service Rd, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2696846,-97.7547156,97,92,
"N Lamar Blvd, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2835867,-97.7521223,77,82,
"N Plains Ave, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3561501,-97.7289538,90,79,
"N Pleasant Valley Rd, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2605663,-97.7092733,88,97,
"North St, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3224742,-97.7369009,84,84,
"Northcross Dr, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3551361,-97.7362749,79,80,
"Northwestern Ave, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2660497,-97.7140117,83,77,
"Nueces St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2794504,-97.7448033,95,97,
"Oak Grove Ave, Austin, TX 78702, USA",Rosewood,Austin,Travis County,78702,30.2751332,-97.703484,76,77,
"Oakhaven Cir, Austin, TX 78704, USA",Barton Hills,Austin,Travis County,78704,30.2479827,-97.7841049,72,77,
"Oak Haven Dr, Austin, TX 78704, USA",Barton Hills,Austin,Travis County,78704,30.2479713,-97.7844919,71,76,
"Oak Park Dr, Austin, TX 78704, USA",Barton Hills,Austin,Travis County,78704,30.2480716,-97.7856369,71,76,
"Oakhurst Ave, Austin, TX 78703, USA",Old West Austin,Austin,Travis County,78703,30.2993591,-97.7512675,76,88,
"Oakland Ave, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.274891,-97.760498,89,84,
"Oaklawn Ave, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2839722,-97.714602,83,84,
"Oakmont Blvd, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.3113763,-97.7537229,71,84,
"Old Koenig Ln, Austin, TX 78752, USA",Brentwood,Austin,Travis County,78752,30.3284656,-97.7265293,73,74,
"Red River St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3021867,-97.7211971,82,88,
"Old W 19th St, Austin, TX 78705, USA",UnknownHood,Austin,Travis County,78705,30.2847263,-97.752518,76,73,
"Old W 38th St, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3081462,-97.7494329,90,84,
"Olive St, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.2708548,-97.7296456,83,81,
"Onion St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2624883,-97.7279475,95,91,
"Orangewood Cir, Austin, TX 78757, USA",Allandale,Austin,Travis County,78757,30.3578195,-97.7401442,77,86,
"Orchard St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.271431,-97.7595449,91,85,
"Owen Ave, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.3012247,-97.7449569,92,91,
"Owen Cir, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.3030443,-97.7436718,88,99,
"Oxford Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2509657,-97.7701471,88,87,
"Pace St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.256298,-97.7118368,88,98,
"Pack Saddle Pass, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2279977,-97.7965812,71,72,
"Palma Plaza, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.2824009,-97.7604773,78,83,
"Pampa Dr, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3332055,-97.7154061,78,97,
"Panther Trail, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.2379113,-97.7880929,73,77,
"Paramount Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2506257,-97.7785314,74,81,
"Park Blvd, Austin, TX 78751, USA",Central Austin,Austin,Travis County,78751,30.3026036,-97.7239538,76,83,
"Park Ln, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2487262,-97.7470463,90,91,
"Park Pl, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.289417,-97.7330347,76,86,
"Parkdale Cove, Austin, TX 78757, USA",North Shoal Creek,Austin,Travis County,78757,30.3632753,-97.731505,77,82,
"Parkdale Dr, Austin, TX 78757, USA",North Shoal Creek,Austin,Travis County,78757,30.3616841,-97.7328207,78,87,
"Parker Ln & Shore District Dr, Austin, TX 78741, USA",East Riverside - Oltorf,Austin,Travis County,78741,30.2432146,-97.7292123,80,74,
"Parkwood Rd, Austin, TX 78722, USA",UnknownHood,Austin,Travis County,78722,30.3009751,-97.7118837,72,73,
"Pasadena Dr, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3467567,-97.7285273,71,89,
"Patterson Ave, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2789126,-97.7654445,74,84,
"Patton Ln, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3183461,-97.6877942,71,71,
"Paul St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2725615,-97.7621575,82,84,
"Paxton St, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.343624,-97.7139123,81,78,
"Peach Tree St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2552419,-97.7740456,72,89,
"Pearl St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.289455,-97.746635,94,98,
"Pearl St, Austin, TX 78705, USA",UnknownHood,Austin,Travis County,78705,30.289455,-97.746635,94,98,
"Peck Ave, Austin, TX 78751, USA",Central Austin,Austin,Travis County,78751,30.3001292,-97.7272869,76,92,
"Pedernales St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.25704,-97.7155041,90,96,
"Penny Ln, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3658111,-97.7311041,72,83,
"Peoples St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2676142,-97.7180146,86,86,
"Pequeno St, Austin, TX 78757, USA",Brentwood,Austin,Travis County,78757,30.3378462,-97.7363789,86,86,
"Perry Ave, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.245806,-97.7652984,72,73,
"Peterson Ave, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3088806,-97.7464775,83,88,
"Petes Path, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3111834,-97.7503343,83,82,
"Pickle Dr, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2672271,-97.6986022,71,89,
"Pinedale Cove, Austin, TX 78757, USA",North Shoal Creek,Austin,Travis County,78757,30.3611749,-97.7320809,78,87,
"Pineleaf Pl, Austin, TX 78757, USA",Allandale,Austin,Travis County,78757,30.3516854,-97.7361645,74,82,
"Pointer Ln, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.365482,-97.7152931,80,76,
"Pompton Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3567881,-97.726356,81,75,
"Poplar St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2914031,-97.7468337,90,83,
"Poquito St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2749322,-97.7190904,86,94,
"Post Oak St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2581398,-97.7553182,80,81,
"Powell Cir, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2330132,-97.7627246,72,71,
"Powell St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2741006,-97.7622299,88,87,
"Prado St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2612134,-97.7066638,83,97,
"Prather Ln, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.2348103,-97.7882221,74,76,
"Pressler St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2738885,-97.760219,90,81,
"Prospect Ave, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.264281,-97.7178477,92,74,
"Quailfield Cir, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3666167,-97.7067483,74,73,
"Rabb Glen St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2493903,-97.7765627,87,84,
"Rae Dell Ave, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2477829,-97.7826507,75,72,
"Rainey St, Austin, TX 78701, USA",Rainey Street Historic District,Austin,Travis County,78701,30.2584258,-97.7389076,89,96,
"Ramona St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2561578,-97.7564172,77,87,
"Ramos St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2607864,-97.7068772,83,97,
"Ramsey Ave, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3162044,-97.7433696,80,83,
"Randolph Rd, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.286608,-97.711331,79,80,
"Rathervue Pl, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2922915,-97.7328442,78,86,
"Ravine Dr, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2515447,-97.7462024,83,88,
"Real St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2826036,-97.71046,75,86,
"Rebel Rd, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.238612,-97.749449,81,71,
"Red Stone Ln, Austin, TX 78727, USA",Lamplight Village,Austin,Travis County,78727,30.4190561,-97.6968687,71,71,
"Redfield Ln, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3618351,-97.7123654,78,76,
"Redlands St, Austin, TX 78757, USA",Brentwood,Austin,Travis County,78757,30.3415444,-97.7338548,73,80,
"Remington Ln, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3595913,-97.7147051,80,79,
"Reserve Rd, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2708125,-97.7614785,85,85,
"Retama St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.257396,-97.7556396,80,81,
"Richcreek Rd, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3487373,-97.7305369,77,86,
"Richland St, Austin, TX 78704, USA",South Austin,Austin,Travis County,78704,30.2243743,-97.7692294,73,71,
"Ridge Dr, Austin, TX 78721, USA",MLK,Austin,Travis County,78721,30.2765989,-97.6983904,71,78,
"Ridgelea Dr, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3123791,-97.7507432,75,83,
"Rio Grande St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2826463,-97.7451755,96,91,
"Rio Grande St, Austin, TX 78705, USA",UnknownHood,Austin,Travis County,78705,30.2892959,-97.7445075,94,98,
"Robbins Pl, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2844047,-97.7494041,90,87,
"Robert T Martinez Jr St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2548334,-97.7211283,92,98,
"Robert Weaver Ave, Austin, TX 78702, USA",East Cesar Chavez,Austin,Travis County,78702,30.253304,-97.7316479,75,94,
"Robertson St, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.278508,-97.7614912,86,96,
"Robinson Ave, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.290434,-97.7211179,75,87,
"Rockwood Ln, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3646617,-97.7350458,72,88,
"Rogers Ave, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2829825,-97.7144547,83,84,
"Roma St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2488585,-97.7535864,94,85,
"Ronson St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.3029852,-97.739472,92,99,
"Rose St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2707756,-97.7566393,97,89,
"Rosedale Ave, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3144092,-97.7433559,82,83,
"Rowood Rd, Austin, TX 78722, USA",UnknownHood,Austin,Travis County,78722,30.2998634,-97.7102093,78,73,
"Russell Dr, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2285016,-97.7861617,78,80,
"Russell Dr, Austin, TX 78745, USA",UnknownHood,Austin,Travis County,78745,30.2285016,-97.7861617,78,80,
"Rutgers Ave, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3515091,-97.7261928,79,86,
"Sabine St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2671443,-97.735844,96,86,
"Sacramento Dr, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2353989,-97.7622293,77,75,
"Sagebrush Cir, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2275058,-97.8007861,73,74,
"St Cecelia St, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3508103,-97.7327366,80,81,
"St Joseph Blvd, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3512943,-97.7312695,81,82,
"St Louis St, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3503727,-97.7318343,80,81,
"St Phillip St, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3507157,-97.7304665,81,82,
